sentence,label,label_idx
I'm waiting to see how it affects others,I'm waiting until I feel comfortable with how the vaccine is manifesting in others.,17
I'm waiting to see how it affects others,I will wait until I see how it affects my peers,17
I'm waiting to see how it affects others,I'd prefer to hold off on receiving the vaccine until I’ve observed its effects on others.,17
I'm waiting to see how it affects others,I'm sitting tight and monitoring how it affects the vaccinated crowd.,17
I'm waiting to see how it affects others,I wish to see how the vaccine is performing in others before getting it myself.,17
I'm waiting to see how it affects others,I want to scrutinize the effect on people around me before getting vaccinated.,17
I'm waiting to see how it affects others,I am on the fence waiting for others' vaccine results first.,17
I'm waiting to see how it affects others,"Before acting, I need to see how this plays out with others.",17
I'm waiting to see how it affects others,I'll make my decision after seeing it work on others.,17
I'm waiting to see how it affects others,I'll reserve my decision until I've witnessed its effect on others.,17
I'm waiting to see how it affects others,I'm lingering on to see the aftereffects on vaccinated individuals.,17
I'm waiting to see how it affects others,I'll make my decision on getting the vaccine once I've seen its effects on others.,17
I'm waiting to see how it affects others,I'd like to understand how the vaccine affects others before making a decision.,17
I'm waiting to see how it affects others,I’ll wait to see how others fare with it before getting it myself.,17
I'm waiting to see how it affects others,I'd rather see the repercussions on others before committing myself to receiving the vaccine.,17
I'm waiting to see how it affects others,I'll watch and decide to vaccinate based on others' reactions.,17
I'm waiting to see how it affects others,I'm keeping a keen eye on its effects on others before I get vaccinated.,17
I'm waiting to see how it affects others,I'm delaying the vaccine decision until I see how well others respond to it.,17
I'm waiting to see how it affects others,Let me look at other people's response before deciding on the vaccine for myself.,17
I'm waiting to see how it affects others,I'm taking a wise approach by waiting to see how it affects others.,17
I'm waiting to see how it affects others,I need to see how it's impacting others before I get on board.,17
I'm waiting to see how it affects others,I need to view more outcomes before making my decision.,17
I'm waiting to see how it affects others,Allow me to see the effects on other people before I receive my shot.,17
I'm waiting to see how it affects others,I need to observe the effects on the public before I get the vaccine.,17
I'm waiting to see how it affects others,I'll see how it fares with my acquaintances before receiving it myself.,17
I'm waiting to see how it affects others,I want to gauge the reactions to the vaccine from others before deciding.,17
I'm waiting to see how it affects others,Let me understand the repercussions on others before plunging into the vaccination pool.,17
I'm waiting to see how it affects others,Thinking of waiting out to see how the vaccine is reacting with others.,17
I'm waiting to see how it affects others,I'll hold my horse until the vaccine's effects on others are evident.,17
I'm waiting to see how it affects others,Looking forward to seeing more testimonials before I commit to the vaccine.,17
I'm waiting to see how it affects others,I will hold off on receiving the vaccine while I watch and assess a wider array of reactions.,17
I'm waiting to see how it affects others,I'm postponing my decision until I hear more about how it's affecting other individuals.,17
I'm waiting to see how it affects others,I'll hold back until I see more people's responses and results.,17
I'm waiting to see how it affects others,I'd like to withhold my decision until I understand more of its impacts on others.,17
I'm waiting to see how it affects others,It would be more reasonable for me to wait and see how the vaccine influences others.,17
I'm waiting to see how it affects others,I would definitely prefer to see how others fare before jumping in myself.,17
I'm waiting to see how it affects others,Can I hold off on getting vaccinated until I see more about its effects on people around me?,17
I'm waiting to see how it affects others,Is it better if I wait and see how others respond to it before receiving the vaccine myself?,17
I'm waiting to see how it affects others,Can I wait until more people have been vaccinated and we know more about possible side effects?,17
I'm waiting to see how it affects others,I'm sitting tight for now. I'll see how it goes for the others first before getting it myself.,17
I'm not sure it is effective enough,Is the vaccine's effectiveness genuinely reliable?,16
I'm not sure it is effective enough,I have reservations about the vaccine's effectiveness.,16
I'm not sure it is effective enough,I'm uncertain about the potency of the vaccine.,16
I'm not sure it is effective enough,Is there substantial evidence to prove the vaccine's efficacy?,16
I'm not sure it is effective enough,I'm not convinced the vaccine provides sufficient protection.,16
I'm not sure it is effective enough,Isn't there a chance the vaccine could be ineffective?,16
I'm not sure it is effective enough,I'm skeptical about the vaccine's ability to shield me.,16
I'm not sure it is effective enough,I harbour doubts about the vaccine's potential to immunize.,16
I'm not sure it is effective enough,I'm not positive that the vaccine is adequate.,16
I'm not sure it is effective enough,Could the vaccine's effectiveness be exaggerated?,16
I'm not sure it is effective enough,It seems that the vaccine might not be as potent as they claim.,16
I'm not sure it is effective enough,I can't shake off my skepticism about the vaccine's efficiency.,16
I'm not sure it is effective enough,I'm in two minds about the vaccine's efficacy.,16
I'm not sure it is effective enough,I wonder if the vaccine will work as expected.,16
I'm not sure it is effective enough,Are we sure that the vaccine protects against all variations?,16
